עגווניה ,🍅
שיבולת תעלה כול יום מתנה אחת ,😁
מה סודי בזה זה חלק מהמתנות,🤦‍♂️
‏בהתחלה שראיתי את הסרטון חשבתי שזה קליקבייט חחחח אוהב אותך מר שיבולת,❤️
אפשר רק פעם אחת לקחת  ????,🎁
לייק 50תגובה 11,😱
פליזזזזזזז תמשיכו את הסדרה הזאת,🙏
הוא לא חנון אני מת עליכם השיתוף פעולה שחיכיתי לו ,❤️
היי שי/מר שובולת תקשיב אתה יכול לכתוב לי במה שאני כותב אני רוצה שתכתוב לי במה שאני כותב תכתוב שיבולת תודה ,🤗
מר שיבולת אני ראשון תן לי,❤
מלךךךךךך תודה,❤
היי לכולם הטיקטוק שלי הוא @Pika אשמח לעוקב אני רק 3 עוקבים בבקשה תעזרו,🐤
לייק 500תגובה 50,🙀
30 כשיצא הסרטון הייתי בדיוק בטיקטוק,😂
מr שiבoלt מוכן אני מקווה שיש לך ⁦⁩,🌐
מr שiבoלt מוכן אני מקווה שיש לך ⁦⁩,🏜️
מי ששם לב ללאמה בדקה 9:30 שישים לייק ,👍
ממש עומה שעברהיא מלך אוהב אותך,😂
ואוו השקעה מופלאה ועוד בעדכון שלא הבנתי ממנו כמעט כלום לפני ועכשיו כשסיכמת את העדכון אני מבין אותו מצויין אוהב אותך ,💓
מטרו 2019 &quot;לאן טיל יכול להמריא&quot;,🤦‍♂️
&quot;לאן טיל יכול להמריא?&quot; מטרו 2019,😂
&quot; זה דבר שעושים בתוך האסלה&quot; מטרו 2019,😂
למה למה את פילי הבננה צער בעלי בננות בבקשה תתנו לייק לתגובה אם אתם מרימים על פילי,🙏
למה למה את פילי הבננה צער בעלי בננות בבקשה תתנו לייק לתגובה אם אתם מרימים על פילי,😭
התחלה ממש טובה,👍
הבנתי למה יש שתי סוגים של ריקודים,😂
אני רואה את הסרט החדש של מלחמת הכוכבים בשידור בכורה באמת אני נשבע,😎
מי שאוהב את מר שיבולת שיתן לייק לתגובהנבאני לא סוחת לייקים,😂
התרנגולת חצתה את הכביש בשביל להגיע לצד השנילא?,🤨
אבל אתה לא חציתה את הכביש,🤣
התרנגולת חצתה את הכביש כי היה לה קקי,😫
קדי ליברוח מהקצביה,🐔
אםםםם כןפורטנייט כבר מת,😂
יאלוףףףףףףף אוהב אותך יש לי היום יום הולדת תגיב לי בדגובות בבקשההה תרשמו לערוץ תפעילו את הפעמון ותנו לייק אוהב אותך ימלך ,👑
יאלוףףףףףףף אוהב אותך יש לי היום יום הולדת תגיב לי בדגובות בבקשההה תרשמו לערוץ תפעילו את הפעמון ותנו לייק אוהב אותך ימלך ,😉
יש אירוע של סטאר וורס בריסקי,🤦
מר שיבולת ימלך אוהב אותך תמשיך כך יאלוף⁦⁩⁦⁩⁦⁩,♥️
כולם לייק וסאב זה עוזר מאוד אוהב אותך ,❤
תקשיב אני קניתי טת כל החנות של היום ולא ראיתי שנכמר לי היום הקוד והחזרתי רק דבר אחד  ורציתי לקנות את החנות עם הקוד שלך,😤
פששש טירה יפה אני אעשה גם את הפרויקט של הדשן והחיטה,😃
שיבולת אתה היוטיובר האהוב עלי,😎
טירה מכוערת ,🤣
בניתי את מחונות הדשן ,👍🏻
בניתי את מחונות הדשן ,🇮🇱
בניתי את מחונות הדשן ,💛
בניתי את מחונות הדשן ,🤙
למה פרק 17 פרטי ? ,😢
סליחה זהנפל לכה,🏆
למה אתה כבר לא עושה משימות שבועיות וסתם סרטוני פורטנייט?,😪
הגיון של יוטיוב 6 לייקים 2 צפיות,😂
רק אני בתמונה של הכלב בים רך אחרי שהורדת את האנשים נשאר הצל שלהם 4:00,😂
תמשיך לעשות סירטונים של פורטנייטאוהב אותך,😍
ואוו זה מגניב רצח,💪
ואוו זה מגניב רצח,❤
מממשששש אהבתי את הסגנון סרטונים האלה חחייבב להמשיך!,💚
ימלך אוהב אותך תמשיך כך יאלוף⁦⁩⁦⁩⁦⁩,♥️
מתי כבר 125 סאבים??? מה אתם אומרים נעזור לו?  1 לתת סאב 2 לתת לייק לסרטון הזה 3 להפעיל את הפעמון 4 לשתף לחברים בוואטסאפ כדי שגם הם יעשו את זה,🧐
מקווה שנהנתם הסרטון הזה לקח המון זמן יחסית כי היינו צריכים לעשות מלא מחקר אשמח אם תשאירו לייק ,😉
משהו עד פה??,😮
הרגע קיבלתי פרסומת של מר שיבולת בזמן שאני צופה בסרטון שלו ,🤣
לייק מי שרואה את זה שאמונג אס יצאכולל אותך מר ,🌾
איפה GTA,😥
Star wars jedi משחק מדהים מטורף בעל סיפור נפלא אתה יוטיובר פצצהאשמח לצפות בך ממשיך את המשחק ,😄
Star wars jedi משחק מדהים מטורף בעל סיפור נפלא אתה יוטיובר פצצהאשמח לצפות בך ממשיך את המשחק ,🥰
ימלך בבקשה תמשיך או רגע &#39;&#39; שהכוח אהיה איתך&#39;&#39; ,😜
תעשה עוד let&#39;s play זה משהו שממש חסר בקהילה הישראלית לאחרונה(לא יודע אם יש קשר אבל אחד מהיוטיוברים הגדולים והוותיקים של הקהילה הפסיק כבר יותר מחודש לעלות סרטוני גיימינג וחסרונו מורגש),😥
אתה מלך היוטיוברים,👍
אתה מלך היוטיוברים,🤠
תותח ,🔱
מייייייייייייייייייייי,💥
מייייייייייייייייייייי,💔
מייייייייייייייייייייי,🖤
מייייייייייייייייייייי,👎
מייייייייייייייייייייי,🤯
יוטיוב נערס לגמרי לא תפסו את שבולת אלבי ,😭
יוטיוב נערס לגמרי לא תפסו את שבולת אלבי ,😡
יוטיוב נערס לגמרי לא תפסו את שבולת אלבי ,😱
החוקים החדשים של יוטיוב הגיעו אני מקווה שזה לא יהיה גם בערוץ שלך ⁦⁩⁦⁩⁦⁩,🙏🏻
החוקים החדשים של יוטיוב הגיעו אני מקווה שזה לא יהיה גם בערוץ שלך ⁦⁩⁦⁩⁦⁩,😱
רגע תוכן אנימציה זה לילדים?אז זה אומר שכל האנימות הסדיטיות זה לילדים? (Tokyo ghoul deadman wonerland attack on titan ועוד)אני לא חושבת ככה חחחחח,😂
חדשות השבוע בגיימינגכל יום!!!!!!!!!,🤪
אני אומר את זה בתור יוצר תוכן:בואו נעשה שביתה ולא נעלה סרטונים וככה יוטיוב לא ירוויחו כסף!אומנם יוטיוב לא אשמים אבל אין ברירהתנו לייק כדי שיותר אנשים יראו את זה,👍
אזה חופרים הם,😡
אזה חופרים הם,🤬
מי שחושב שיוטיוב נהרס ושמר שיבולת מאוד מאוד נחמד שיתן לי לייק(נתתי לעצמי כי זה נכון),☹
מי שחושב שיוטיוב נהרס ושמר שיבולת מאוד מאוד נחמד שיתן לי לייק(נתתי לעצמי כי זה נכון),😁
יש לי פרסומת של הסמסונג החדש איתך,😅
כל הסרטון אני צוחקת,🤣
העולם עומד להיהרס ככה: פורטנייט ימות וכל הילדים בני 6 עומדים לחקות את אלטר,🤣
אחי לא יכולת למצוא שם יותר טוב? ואני חושה שהעולם ייהרס ע&quot;י פיצוץ תת אטומי בליבה של כדור הארץ וכל הפלנטה שאחנו חיים תחצה ל11010101001010 בילון חלקים,😂
העולם יהרס מפלישת שיבולים הרסנית שתכחיד את כול הקקטוסים בעולם,😂
כן,🤣
כן,😂
אני מת!,🤣
הגיון של יוטיוב אין צפיות 886 לייקים ,🙄
omg הם עושים דיג&#39;יגדל חחחחחחחח ,🤣
זה פוקימון מסעות ,🐱
נתתי סאב ו לייק יה מלך ,👑
רק אותי שיגע שהוא היה עם האליטרה במים במקום הצייספלייט,🤣
באמת שצריך ‏להוסיף את הסדרה הזאת ל-Netflix ,❤️
באמת שצריך ‏להוסיף את הסדרה הזאת ל-Netflix ,😍
מקווה מאוד שנהנתם מהסרטון! אם אתם חדשים ואהבתם את הסגנון מוזמנים להירשם לערוץ ,😉
אני אצלחתי ואני אוהב אותך,😉
אני אצלחתי ואני אוהב אותך,😍
אני אצלחתי ואני אוהב אותך,😇
אגו או אלתר מר שיבולת מנצח,🌾
זה רק אני או שלמר שיבולת יש עיניים סגולות בסרטון הזה,🤔
הצלחתי על השנייה האחרונה תודה רבה על הסרטונים המרתקים שלך אני כל כך אוהב ליראות אותך תמשיך כך  ,💓
מזל טוב על מאה אלף סאבים רק עכשיו אני רואה את הסרטון ואני רואה שאתה מאה אלף,🥳
השם משפחה שלי הוא אלטר,😅
100 אלף סאבים מזל טוב גבר צופה מך מ7 אלף,❤
תפזתפזתפזתפזתפזתפזתפזתפזתפזתפזתפזתפזתפז,🍊
בחר מסוג אש כי סוג אש זה הסוג השני הכי טוב רק שתדע שדשא  מנצחים מים  מנצחים אש מנצח דשא בבקשה מראש,🤣
בחר מסוג אש כי סוג אש זה הסוג השני הכי טוב רק שתדע שדשא  מנצחים מים  מנצחים אש מנצח דשא בבקשה מראש,💧
בחר מסוג אש כי סוג אש זה הסוג השני הכי טוב רק שתדע שדשא  מנצחים מים  מנצחים אש מנצח דשא בבקשה מראש,🔥
בחר מסוג אש כי סוג אש זה הסוג השני הכי טוב רק שתדע שדשא  מנצחים מים  מנצחים אש מנצח דשא בבקשה מראש,🌲
מר שיבולת אפיק עושים שיתוף פעולה אם מלחמת הכוכבים יש סקין וחללית בשמיים של האיש הרשע בבקשה תענה ותעשה סירטון ,😗
לייק לסרטון מי שרוצה את הפוקימון הזה {\/}(• _ •)/&gt; &lt; \\/&quot;&quot;\/סאב למר שיבולת מי שרוצה את הפוקימון הזה  ( ) /☆ ☆\\]&quot;&quot;\/&quot;&quot;\/(אדיט: ממש תודה על הלייק זה הלייק הראשון שלי ממש תודה),🌾
לייק לסרטון מי שרוצה את הפוקימון הזה {\/}(• _ •)/&gt; &lt; \\/&quot;&quot;\/סאב למר שיבולת מי שרוצה את הפוקימון הזה  ( ) /☆ ☆\\]&quot;&quot;\/&quot;&quot;\/(אדיט: ממש תודה על הלייק זה הלייק הראשון שלי ממש תודה),💡
פרי צ&#39;ורוס [,🤣
